id|match|num|home_p1|home_p2|away_p1|away_p2|home_g1_score|away_g1_score|home_g2_score|away_g2_score|home_g3_score|away_g3_score|
547|337|7|176|179|19|21|19|21|17|21|0|0
548|337|8|188|163|18|23|18|21|21|23|0|0
549|337|9|164|162|16|39|21|13|21|19|0|0
559|325|1|421|45|239|431|18|21|15|21|0|0
560|325|2|24|40|250|255|21|11|21|12|0|0
561|325|3|48|41|245|248|20|22|12|21|0|0
562|325|4|24|40|239|431|21|18|21|14|0|0
563|325|5|421|45|245|248|21|19|21|10|0|0
564|325|6|48|41|250|255|21|11|21|14|0|0
565|325|7|24|40|245|248|21|8|11|21|19|21
566|325|8|48|41|239|431|21|11|14|21|14|21
567|325|9|421|45|250|255|21|17|21|8|0|0
568|59|1|312|309|307|310|18|21|12|21|0|0
569|59|2|311|499|319|620|16|21|21|13|19|21
570|59|3|306|615|318|313|18|21|14|21|0|0
571|59|4|311|499|307|310|10|21|15|21|0|0
572|59|5|312|309|318|313|16|21|21|10|14|21
573|59|6|306|615|319|620|16|21|9|21|0|0
574|59|7|311|499|318|313|14|21|19|21|0|0
575|59|8|306|615|307|310|8|21|15|21|0|0
576|59|9|312|309|319|620|17|21|15|21|0|0
577|235|1|372|364|307|310|8|21|15|21|0|0
578|235|2|367|365|319|620|18|21|12|21|0|0
579|235|3|381|377|318|313|21|19|10|21|18|21
580|235|4|367|365|307|310|17|21|15|21|0|0
581|235|5|372|364|318|313|21|17|16|21|17|21
582|235|6|381|377|319|620|18|21|15|21|0|0
583|235|7|367|365|318|313|14|21|16|21|0|0
584|235|8|381|377|307|310|16|21|11|21|0|0
585|235|9|372|364|319|620|22|24|21|16|17|21
595|42|1|228|226|316|614|17|21|17|21|0|0
596|42|2|222|531|323|327|11|21|16|21|0|0
597|42|3|230|224|317|315|21|13|15|21|12|21
598|42|4|222|531|316|614|10|21|12|21|0|0
599|42|5|228|226|317|315|14|21|16|21|0|0
600|42|6|230|224|323|327|26|24|21|12|0|0
601|42|7|222|531|317|315|21|0|21|0|0|0
602|42|8|230|224|316|614|14|21|21|17|7|21
603|42|9|228|226|323|327|21|11|21|15|0|0
604|275|1|582|308|586|194|21|10|16|21|8|21
605|275|2|294|296|190|186|15|21|17|21|0|0
606|275|3|304|581|598|200|21|16|21|17|0|0
607|275|4|294|296|586|194|12|21|4|21|0|0
608|275|5|582|308|598|200|21|19|21|23|15|21
609|275|6|304|581|190|186|21|16|13|21|17|21
610|275|7|294|296|598|200|16|21|14|21|0|0
611|275|8|304|581|586|194|24|22|12|21|15|21
612|275|9|582|308|190|186|21|11|12|21|21|16
622|135|1|396|573|577|111|16|21|19|21|0|0
623|135|2|388|387|419|110|13|21|21|13|21|5
624|135|3|393|578|109|113|5|21|4|21|0|0
3228|269|1|304|303|139|146|8|21|19|21|0|0
3229|269|2|583|300|144|143|8|21|8|21|0|0
3230|269|3|584|294|149|648|21|17|21|23|21|19
3231|269|4|583|300|139|146|7|21|5|21|0|0
3232|269|5|304|303|149|648|17|21|10|21|0|0
3233|269|6|584|294|144|143|11|21|12|21|0|0
3234|269|7|583|300|149|648|21|16|17|21|21|23
3235|269|8|584|294|139|146|8|21|8|21|0|0
3236|269|9|304|303|144|143|12|21|4|21|0|0
4137|323|1|133|425|216|220|20|22|18|21|0|0
4138|323|2|135|137|232|624|21|19|21|14|0|0
4139|323|3|134|145|221|238|13|21|21|14|21|14
4140|323|4|135|137|216|220|17|21|17|21|0|0
4141|323|5|133|425|221|238|13|21|21|16|21|13
4142|323|6|134|145|232|624|21|12|13|21|17|21
4143|323|7|135|137|221|238|21|18|21|13|0|0
4144|323|8|134|145|216|220|17|21|22|20|12|21
625|135|4|388|387|577|111|21|23|17|21|0|0
626|135|5|396|573|109|113|19|21|21|15|21|13
627|135|6|393|578|419|110|21|0|21|0|0|0
628|135|7|388|387|109|113|11|21|14|21|0|0
629|135|8|393|578|577|111|6|21|9|21|0|0
630|135|9|396|573|419|110|21|0|21|0|0|0
631|141|1|387|399|356|359|12|21|21|11|10|21
632|141|2|623|575|350|352|17|21|13|21|0|0
633|141|3|578|409|348|347|11|21|8|21|0|0
634|141|4|623|575|356|359|7|21|3|21|0|0
635|141|5|387|399|348|347|16|21|15|21|0|0
636|141|6|578|409|350|352|17|21|16|21|0|0
637|141|7|623|575|348|347|11|21|16|21|0|0
638|141|8|578|409|356|359|7|21|18|21|0|0
639|141|9|387|399|350|352|21|15|21|10|0|0
640|369|1|18|23|307|310|12|21|12|21|0|0
641|369|2|16|42|322|318|21|17|21|11|0|0
642|369|3|15|20|319|620|21|10|22|24|21|7
643|369|4|16|42|307|310|10|21|19|21|0|0
644|369|5|18|23|319|620|21|17|24|26|15|21
645|369|6|15|20|322|318|14|21|21|17|21|8
646|369|7|16|42|319|620|21|18|14|21|21|17
647|369|8|15|20|307|310|21|23|19|21|0|0
648|369|9|18|23|322|318|21|14|21|17|0|0
649|9|1|577|111|369|613|17|21|22|20|21|16
650|9|2|104|113|363|378|16|21|21|19|11|21
651|9|3|419|101|371|361|16|21|20|22|0|0
652|9|4|104|113|369|613|21|8|21|15|0|0
653|9|5|577|111|371|361|12|21|14|21|0|0
654|9|6|419|101|363|378|21|12|16|21|16|21
655|9|7|104|113|371|361|14|21|19|21|0|0
656|9|8|419|101|369|613|21|17|21|17|0|0
657|9|9|577|111|363|378|14|21|21|16|21|18
658|117|1|454|280|440|475|21|13|13|21|14|21
659|117|2|504|276|458|474|21|19|21|11|0|0
660|117|3|285|513|482|465|18|21|20|22|0|0
661|117|4|504|276|440|475|19|21|21|17|21|14
662|117|5|454|280|482|465|18|21|13|21|0|0
663|117|6|285|513|458|474|13|21|15|21|0|0
664|117|7|504|276|482|465|21|17|15|21|12|21
665|117|8|285|513|440|475|11|21|13|21|0|0
666|117|9|454|280|458|474|23|25|15|21|0|0
667|224|1|363|378|233|221|21|5|21|8|0|0
668|224|2|371|365|230|237|21|8|21|13|0|0
669|224|3|383|502|535|624|15|21|21|19|17|21
670|224|4|371|365|233|221|21|6|21|15|0|0
671|224|5|363|378|535|624|21|6|19|21|21|18
672|224|6|383|502|230|237|14|21|16|21|0|0
673|224|7|371|365|535|624|11|21|22|20|21|16
674|224|8|383|502|233|221|11|21|18|21|0|0
675|224|9|363|378|230|237|21|9|12|21|21|10
676|156|1|449|480|244|245|21|17|21|18|0|0
677|156|2|456|484|242|239|22|20|15|21|25|23
678|156|3|642|641|243|255|20|22|11|21|0|0
679|156|4|456|484|244|245|12|21|27|25|16|21
680|156|5|449|480|243|255|20|22|21|17|21|8
681|156|6|642|641|242|239|23|25|14|21|0|0
682|156|7|456|484|243|255|21|15|26|28|21|16
683|156|8|642|641|244|245|12|21|21|12|13|21
684|156|9|449|480|242|239|14|21|15|21|0|0
685|12|1|207|209|559|493|20|22|19|21|0|0
686|12|2|215|659|558|556|19|21|14|21|0|0
687|12|3|656|660|562|561|8|21|5|21|0|0
688|12|4|215|659|559|493|16|21|19|21|0|0
689|12|5|207|209|562|561|21|13|18|21|21|19
690|12|6|656|660|558|556|11|21|11|21|0|0
691|12|7|215|659|562|561|11|21|21|18|28|30
692|12|8|656|660|559|493|10|21|6|21|0|0
693|12|9|207|209|558|556|21|18|15|21|13|21
694|80|1|413|411|387|399|21|19|21|13|0|0
695|80|2|410|412|575|622|21|7|21|8|0|0
696|80|3|417|416|623|390|17|21|10|21|0|0
697|80|4|410|412|387|399|21|15|21|12|0|0
698|80|5|413|411|623|390|21|18|21|12|0|0
699|80|6|417|416|575|622|18|21|21|16|15|21
700|80|7|410|412|623|390|24|22|21|14|0|0
701|80|8|417|416|387|399|17|21|4|21|0|0
702|80|9|413|411|575|622|21|10|21|5|0|0
703|336|1|164|162|461|481|17|21|17|21|0|0
704|336|2|176|167|465|478|7|21|19|21|0|0
705|336|3|163|179|474|484|20|22|7|21|0|0
706|336|4|176|167|461|481|20|22|17|21|0|0
707|336|5|164|162|474|484|18|21|21|15|16|21
708|336|6|163|179|465|478|13|21|12|21|0|0
709|336|7|176|167|474|484|8|21|9|21|0|0
710|336|8|163|179|461|481|13|21|9|21|0|0
711|336|9|164|162|465|478|22|20|21|18|0|0
712|2|1|117|-1|413|411|19|21|18|21|0|0
713|2|2|103|119|412|418|19|21|24|26|0|0
714|2|3|115|114|416|417|21|13|19|21|21|19
715|2|4|103|119|413|411|13|21|15|21|0|0
716|2|5|117|-1|416|417|21|4|21|9|0|0
717|2|6|115|114|412|418|19|21|16|21|0|0
718|2|7|103|119|416|417|21|7|21|9|0|0
719|2|8|115|114|413|411|12|21|14|21|0|0
720|2|9|117|-1|412|418|19|21|21|15|15|21
721|91|1|309|324|267|270|21|18|11|21|16|21
722|91|2|330|619|513|271|12|21|10|21|0|0
723|91|3|621|499|265|290|20|22|17|21|0|0
724|91|4|330|619|267|270|9|21|10|21|0|0
725|91|5|309|324|265|290|13|21|21|19|19|21
726|91|6|621|499|513|271|21|13|21|9|0|0
727|91|7|330|619|265|290|16|21|10|21|0|0
728|91|8|621|499|267|270|19|21|16|21|0|0
729|91|9|309|324|513|271|17|21|21|10|21|14
730|389|1|351|354|103|116|19|21|21|19|19|21
731|389|2|350|352|126|114|21|9|21|13|0|0
732|389|3|359|348|119|117|22|20|21|23|21|19
733|389|4|350|352|103|116|14|21|21|13|28|26
734|389|5|351|354|119|117|21|15|22|20|0|0
735|389|6|359|348|126|114|21|7|21|10|0|0
736|389|7|350|352|119|117|13|21|11|21|0|0
737|389|8|359|348|103|116|21|10|21|19|0|0
738|389|9|351|354|126|114|21|18|21|11|0|0
739|343|1|160|164|263|267|21|16|21|15|0|0
740|343|2|426|162|503|265|16|21|19|21|0|0
741|343|3|427|163|272|523|21|18|21|19|0|0
742|343|4|426|162|263|267|21|13|21|15|0|0
743|343|5|160|164|272|523|21|11|14|21|21|14
744|343|6|427|163|503|265|23|25|19|21|0|0
745|343|7|426|162|272|523|21|9|21|18|0|0
746|343|8|427|163|263|267|18|21|16|21|0|0
747|343|9|160|164|503|265|21|14|22|24|21|16
748|164|1|569|561|103|117|19|21|22|20|21|19
749|164|2|564|566|115|114|21|13|21|13|0|0
750|164|3|557|558|116|126|21|14|21|17|0|0
751|164|4|564|566|103|117|20|22|21|16|16|21
752|164|5|569|561|116|126|21|13|21|8|0|0
753|164|6|557|558|115|114|21|8|21|10|0|0
754|164|7|564|566|116|126|21|14|21|19|0|0
755|164|8|557|558|103|117|19|21|16|21|0|0
756|164|9|569|561|115|114|21|16|21|11|0|0
757|199|1|668|669|559|493|22|20|18|21|18|21
758|199|2|442|670|556|562|13|21|21|15|12|21
759|199|3|471|671|561|566|19|21|19|21|0|0
760|199|4|442|670|559|493|13|21|24|22|21|18
761|199|5|668|669|561|566|13|21|21|19|21|13
762|199|6|471|671|556|562|18|21|21|11|11|21
763|199|7|442|670|561|566|21|13|16|21|21|14
764|199|8|471|671|559|493|14|21|12|21|0|0
765|199|9|668|669|556|562|13|21|16|21|0|0
766|38|1|661|526|203|207|17|21|11|21|0|0
767|38|2|226|227|210|209|16|21|14|21|0|0
768|38|3|234|229|650|215|21|23|21|17|19|21
769|38|4|226|227|203|207|9|21|18|21|0|0
770|38|5|661|526|650|215|15|21|21|19|18|21
771|38|6|234|229|210|209|21|16|13|21|19|21
772|38|7|226|227|650|215|21|19|11|21|18|21
773|38|8|234|229|203|207|21|15|11|21|18|21
774|38|9|661|526|210|209|11|21|19|21|0|0
775|153|1|456|475|477|483|21|8|21|14|0|0
776|153|2|459|461|473|481|21|13|21|15|0|0
777|153|3|435|465|444|478|21|16|21|14|0|0
778|153|4|459|461|477|483|21|12|19|21|21|12
779|153|5|456|475|444|478|18|21|17|21|0|0
780|153|6|435|465|473|481|21|13|21|18|0|0
781|153|7|459|461|444|478|21|15|15|21|20|22
782|153|8|435|465|477|483|0|21|0|21|0|0
783|153|9|456|475|473|481|26|28|21|18|12|21
784|307|1|579|644|115|126|21|15|21|12|0|0
785|307|2|646|643|117|119|19|21|21|16|19|21
786|307|3|158|161|116|-1|11|21|14|21|0|0
787|307|4|646|643|115|126|21|10|21|11|0|0
788|307|5|579|644|116|-1|21|18|21|11|0|0
789|307|6|158|161|117|119|22|20|21|11|0|0
790|307|7|646|643|116|-1|21|12|21|13|0|0
791|307|8|158|161|115|126|17|21|21|6|21|10
792|307|9|579|644|117|119|15|21|19|21|0|0
793|142|1|399|387|142|645|16|21|22|20|15|21
794|142|2|390|578|161|158|26|24|21|19|0|0
795|142|3|575|623|643|646|7|21|5|21|0|0
796|142|4|390|578|142|645|22|24|11|21|0|0
797|142|5|399|387|643|646|17|21|21|16|21|23
798|142|6|575|623|161|158|11|21|13|21|0|0
799|142|7|390|578|643|646|19|21|14|21|0|0
800|142|8|575|623|142|645|15|21|5|21|0|0
801|142|9|399|387|161|158|20|22|19|21|0|0
802|227|1|363|371|224|222|19|21|21|9|21|12
803|227|2|370|368|535|531|21|17|21|17|0|0
804|227|3|555|380|228|223|16|21|19|21|0|0
805|227|4|370|368|224|222|21|16|10|21|16|21
806|227|5|363|371|228|223|21|9|20|22|21|16
807|227|6|555|380|535|531|23|21|21|19|0|0
808|227|7|370|368|228|223|17|21|11|21|0|0
809|227|8|555|380|224|222|21|13|17|21|21|17
810|227|9|363|371|535|531|21|6|21|10|0|0
811|257|1|586|194|234|229|21|15|21|10|0|0
812|257|2|190|186|226|227|18|21|21|13|21|17
813|257|3|195|200|235|672|21|18|21|17|0|0
814|257|4|190|186|234|229|21|17|21|19|0|0
815|257|5|586|194|235|672|21|14|21|11|0|0
816|257|6|195|200|226|227|21|16|21|11|0|0
817|257|7|190|186|235|672|21|13|21|16|0|0
818|257|8|195|200|234|229|18|21|18|21|0|0
819|257|9|586|194|226|227|21|18|21|17|0|0
820|96|1|333|307|160|164|15|21|21|18|17|21
821|96|2|317|313|426|162|21|17|19|21|18|21
822|96|3|315|310|427|163|18|21|21|17|21|13
823|96|4|317|313|160|164|11|21|15|21|0|0
824|96|5|333|307|427|163|7|21|12|21|0|0
825|96|6|315|310|426|162|21|14|21|13|0|0
826|96|7|317|313|427|163|24|26|14|21|0|0
827|96|8|315|310|160|164|20|22|13|21|0|0
828|96|9|333|307|426|162|17|21|16|21|0|0
829|85|1|307|310|265|276|18|21|14|21|0|0
830|85|2|620|319|271|513|17|21|21|15|21|17
831|85|3|318|313|268|519|21|15|21|16|0|0
832|85|4|620|319|265|276|21|23|23|21|11|21
833|85|5|307|310|268|519|21|11|21|14|0|0
834|85|6|318|313|271|513|21|19|21|12|0|0
835|85|7|620|319|268|519|19|21|21|12|15|21
836|85|8|318|313|265|276|16|21|14|21|0|0
837|85|9|307|310|271|513|21|0|21|0|0|0
838|8|1|104|681|156|153|21|17|21|17|0|0
839|8|2|132|127|155|141|21|18|18|21|21|10
840|8|3|677|684|157|161|21|18|21|15|0|0
841|8|4|132|127|156|153|21|13|21|9|0|0
842|8|5|104|681|157|161|21|11|21|15|0|0
843|8|6|677|684|155|141|16|21|21|18|17|21
844|8|7|132|127|157|161|21|11|21|9|0|0
845|8|8|677|684|156|153|21|13|21|10|0|0
846|8|9|104|681|155|141|21|9|21|19|0|0
856|7|1|679|681|582|299|20|22|12|21|0|0
857|7|2|132|127|294|296|21|17|21|13|0|0
858|7|3|677|684|295|308|21|23|19|21|0|0
859|7|4|132|127|582|299|14|21|21|17|21|6
860|7|5|679|681|295|308|21|18|21|13|0|0
861|7|6|677|684|294|296|21|16|21|14|0|0
862|7|7|132|127|295|308|21|18|21|15|0|0
863|7|8|677|684|582|299|21|11|21|11|0|0
864|7|9|679|681|294|296|15|21|12|21|0|0
865|280|1|299|297|560|569|21|7|21|7|0|0
866|280|2|296|308|566|564|21|15|21|6|0|0
867|280|3|302|293|558|557|21|19|21|13|0|0
868|280|4|296|308|560|569|21|16|21|11|0|0
869|280|5|299|297|558|557|21|11|21|5|0|0
870|280|6|302|293|566|564|21|13|21|17|0|0
871|280|7|296|308|558|557|21|13|21|19|0|0
872|280|8|302|293|560|569|23|21|21|15|0|0
873|280|9|299|297|566|564|21|8|21|13|0|0
874|301|1|155|141|235|672|26|28|21|15|13|21
875|301|2|157|161|223|227|18|21|12|21|0|0
876|301|3|156|153|234|229|13|21|14|21|0|0
877|301|4|157|161|235|672|18|21|17|21|0|0
878|301|5|155|141|234|229|20|22|21|6|17|21
879|301|6|156|153|223|227|17|21|18|21|0|0
880|301|7|157|161|234|229|14|21|15|21|0|0
881|301|8|156|153|235|672|22|20|17|21|11|21
882|301|9|155|141|223|227|21|17|17|21|11|21
883|123|1|282|277|458|444|21|12|21|14|0|0
884|123|2|275|278|477|456|21|9|21|17|0|0
885|123|3|263|285|454|473|22|20|21|19|0|0
886|123|4|275|278|458|444|22|24|10|21|0|0
887|123|5|282|277|454|473|21|7|21|9|0|0
888|123|6|263|285|477|456|18|21|15|21|0|0
889|123|7|275|278|454|473|21|12|21|7|0|0
890|123|8|263|285|458|444|15|21|7|21|0|0
891|123|9|282|277|477|456|21|13|21|10|0|0
892|217|1|368|367|224|216|21|13|21|12|0|0
893|217|2|371|381|223|232|21|8|21|23|21|11
894|217|3|363|377|222|220|22|20|16|21|12|21
895|217|4|371|381|224|216|19|21|25|23|22|20
896|217|5|368|367|222|220|14|21|21|19|21|11
897|217|6|363|377|223|232|21|14|13|21|15|21
898|217|7|371|381|222|220|21|19|21|18|0|0
899|217|8|363|377|224|216|21|18|14|21|11|21
900|217|9|368|367|223|232|21|16|21|12|0|0
901|291|1|144|133|146|135|19|21|16|21|0|0
902|291|2|143|145|139|138|21|17|19|21|17|21
903|291|3|155|136|140|134|12|21|12|21|0|0
904|291|4|143|145|146|135|17|21|18|21|0|0
4155|103|1|327|309|243|240|21|14|21|10|0|0
4156|103|2|321|319|244|248|21|8|23|21|0|0
4157|103|3|614|306|242|255|21|13|18|21|21|16
4158|103|4|321|319|243|240|21|18|21|9|0|0
4159|103|5|327|309|242|255|21|16|21|5|0|0
4160|103|6|614|306|244|248|12|21|13|21|0|0
4161|103|7|321|319|242|255|21|9|21|15|0|0
4162|103|8|614|306|243|240|18|21|21|11|18|21
905|291|5|144|133|140|134|17|21|15|21|0|0
906|291|6|155|136|139|138|15|21|14|21|0|0
907|291|7|143|145|140|134|12|21|14|21|0|0
908|291|8|155|136|146|135|18|21|20|22|0|0
909|291|9|144|133|139|138|12|21|13|21|0|0
910|344|1|160|164|458|461|21|14|21|14|0|0
911|344|2|427|163|482|465|10|21|13|21|0|0
912|344|3|426|162|444|475|23|21|21|16|0|0
913|344|4|427|163|458|461|10|21|4|21|0|0
914|344|5|160|164|444|475|21|8|21|15|0|0
915|344|6|426|162|482|465|19|21|21|18|21|18
916|344|7|427|163|444|475|21|18|16|21|20|22
917|344|8|426|162|458|461|23|21|21|18|0|0
918|344|9|160|164|482|465|21|16|19|21|21|4
928|221|1|363|378|146|135|10|21|15|21|0|0
929|221|2|370|361|580|138|18|21|17|21|0|0
930|221|3|369|613|140|134|16|21|8|21|0|0
931|221|4|370|361|146|135|21|16|23|21|0|0
932|221|5|363|378|140|134|20|22|21|14|21|17
933|221|6|369|613|580|138|21|23|21|8|21|14
934|221|7|370|361|140|134|21|9|21|17|0|0
935|221|8|369|613|146|135|12|21|22|24|0|0
936|221|9|363|378|580|138|21|16|21|17|0|0
937|115|1|503|265|315|310|21|13|21|18|0|0
938|115|2|263|267|321|318|21|15|21|9|0|0
939|115|3|272|523|317|309|15|21|17|21|0|0
940|115|4|263|267|315|310|21|12|21|12|0|0
941|115|5|503|265|317|309|18|21|21|19|6|21
942|115|6|272|523|321|318|21|15|21|16|0|0
943|115|7|263|267|317|309|21|19|21|12|0|0
944|115|8|272|523|315|310|21|13|19|21|17|21
945|115|9|503|265|321|318|21|13|21|7|0|0
946|30|1|224|216|459|478|21|14|18|21|18|21
947|30|2|222|220|435|466|21|18|21|13|0|0
948|30|3|223|232|453|442|15|21|21|19|21|10
949|30|4|222|220|459|478|21|19|13|21|22|24
950|30|5|224|216|453|442|8|21|21|13|24|22
951|30|6|223|232|435|466|17|21|21|12|21|16
952|30|7|222|220|453|442|21|18|21|19|0|0
953|30|8|223|232|459|478|18|21|21|19|12|21
