id,match,num,home_p1,home_p2,away_p1,away_p2,home_g1_score,away_g1_score,home_g2_score,away_g2_score,home_g3_score,away_g3_score,
282,301,3,217,216,62,69,21,19,21,17,0,0
283,301,4,311,213,71,61,21,19,16,21,19,21
284,301,5,217,216,56,59,21,16,21,15,0,0
285,301,6,323,210,62,69,14,21,15,21,0,0
286,301,7,217,216,71,61,21,19,21,15,0,0
287,301,8,323,210,56,59,21,18,21,12,0,0
288,301,9,311,213,62,69,21,17,21,17,0,0
289,215,1,217,216,177,175,21,15,21,19,0,0
290,215,2,207,210,324,204,21,11,19,21,21,13
291,215,3,321,209,164,319,21,15,18,21,18,21
292,215,4,207,210,177,175,18,21,12,21,0,0
293,215,5,321,209,324,204,17,21,14,21,0,0
294,215,6,217,216,164,319,21,9,21,6,0,0
295,215,7,321,209,177,175,19,21,10,21,0,0
296,215,8,217,216,324,204,21,14,21,11,0,0
297,215,9,207,210,164,319,21,19,18,21,21,18
298,216,1,217,216,284,279,25,23,22,20,0,0
299,216,2,207,213,282,280,21,23,14,21,0,0
300,216,3,323,210,283,281,16,21,21,12,9,21
301,216,4,207,213,284,279,22,20,19,21,12,21
302,216,5,323,210,282,280,16,21,10,21,0,0
303,216,6,217,216,283,281,21,10,21,15,0,0
304,216,7,323,210,284,279,21,18,18,21,21,14
305,216,8,217,216,282,280,9,21,21,16,21,16
306,216,9,207,213,283,281,10,21,11,21,0,0
307,240,1,25,37,325,299,21,10,16,21,21,11
308,240,2,315,36,302,300,21,17,21,23,14,21
309,240,3,27,29,318,301,12,21,14,21,0,0
310,240,4,315,36,325,299,15,21,21,14,8,21
311,240,5,27,29,302,300,11,21,6,21,0,0
312,240,6,25,37,318,301,21,12,22,20,0,0
313,240,7,27,29,325,299,17,21,12,21,0,0
314,240,8,25,37,302,300,20,22,21,18,21,0
315,240,9,315,36,318,301,12,21,15,21,0,0
316,262,1,153,98,326,329,22,20,21,13,0,0
317,262,2,148,101,327,330,21,7,17,21,21,17
318,262,3,156,97,328,331,21,13,21,9,0,0
319,262,4,148,101,326,329,21,15,18,21,21,15
320,262,5,156,97,327,330,21,13,21,11,0,0
321,262,6,153,98,328,331,21,16,21,9,0,0
322,262,7,156,97,326,329,23,21,21,10,0,0
323,262,8,153,98,327,330,21,12,21,15,0,0
324,262,9,148,101,328,331,21,17,20,22,21,18
325,245,1,20,14,245,248,21,18,23,21,0,0
326,245,2,6,11,240,333,21,11,21,13,0,0
327,245,3,4,332,244,233,21,11,21,10,0,0
328,245,4,6,11,245,248,21,16,21,12,0,0
329,245,5,4,332,240,333,21,14,21,10,0,0
330,245,6,20,14,244,233,15,21,20,22,0,0
331,245,7,4,332,245,248,21,17,21,13,0,0
332,245,8,20,14,240,333,21,13,21,15,0,0
333,245,9,6,11,244,233,22,20,21,17,0,0
334,264,1,156,100,334,336,20,22,21,19,21,7
335,264,2,148,101,337,338,22,24,18,21,0,0
336,264,3,157,98,339,340,21,18,21,19,0,0
337,264,4,148,101,334,336,21,19,21,19,0,0
338,264,5,157,98,337,338,16,21,16,21,0,0
339,264,6,156,100,339,340,21,17,19,21,21,14
340,264,7,157,98,334,336,21,11,23,21,0,0
341,264,8,156,100,337,338,21,10,21,16,0,0
342,264,9,148,101,339,340,24,26,21,16,9,21
343,252,1,327,330,240,229,13,21,15,21,0,0
344,252,2,326,329,245,248,12,21,24,22,14,21
345,252,3,341,342,244,233,10,21,8,21,0,0
346,252,4,326,329,240,229,14,21,15,21,0,0
347,252,5,341,342,245,248,12,21,17,21,0,0
348,252,6,327,330,244,233,8,21,7,21,0,0
349,252,7,341,342,240,229,21,15,10,21,8,21
350,252,8,327,330,245,248,9,21,13,21,0,0
351,252,9,326,329,244,233,19,21,16,21,0,0
352,254,1,191,161,4,11,5,21,10,21,0,0
353,254,2,182,160,6,10,7,21,13,21,0,0
354,254,3,174,343,16,14,19,21,14,21,0,0
355,254,4,182,160,4,11,19,21,11,21,0,0
356,254,5,174,343,6,10,8,21,11,21,0,0
357,254,6,191,161,16,14,9,21,22,20,14,21
358,254,7,174,343,4,11,15,21,15,21,0,0
359,254,8,191,161,6,10,15,21,11,21,0,0
360,254,9,182,160,16,14,19,21,16,21,0,0
361,281,1,345,346,4,11,17,21,12,21,0,0
362,281,2,347,348,16,14,22,20,21,9,0,0
363,281,3,349,350,6,10,11,21,11,21,0,0
364,281,4,347,348,4,11,15,21,15,21,0,0
365,281,5,349,350,16,14,11,21,17,21,0,0
366,281,6,345,346,6,10,18,21,12,21,0,0
367,281,7,349,350,4,11,16,21,12,21,0,0
368,281,8,345,346,16,14,21,19,21,17,0,0
369,281,9,347,348,6,10,21,18,21,17,0,0
370,302,1,345,351,327,330,21,16,21,19,0,0
371,302,2,347,348,326,329,21,9,21,11,0,0
372,302,3,349,352,341,342,21,12,21,11,0,0
373,302,4,347,348,327,330,21,9,21,5,0,0
374,302,5,349,352,326,329,21,14,21,15,0,0
375,302,6,345,351,341,342,19,21,21,12,21,14
376,302,7,349,352,327,330,21,5,21,9,0,0
377,302,8,345,351,326,329,21,15,21,17,0,0
378,302,9,347,348,341,342,21,10,21,7,0,0
379,267,1,156,97,47,38,21,18,21,17,0,0
380,267,2,153,101,41,39,21,15,18,21,21,12
381,267,3,148,100,54,53,21,8,21,10,0,0
382,267,4,153,101,47,38,21,16,17,21,21,13
383,267,5,148,100,41,39,21,16,21,11,0,0
384,267,6,156,97,54,53,21,11,21,13,0,0
385,267,7,148,100,47,38,21,16,21,19,0,0
386,267,8,156,97,41,39,21,18,21,17,0,0
387,267,9,153,101,54,53,21,12,21,7,0,0
388,260,1,182,160,47,38,21,11,21,19,0,0
389,260,2,169,168,49,39,11,21,21,19,16,21
390,260,3,353,161,41,43,21,9,21,10,0,0
391,260,4,169,168,47,38,21,13,4,21,20,22
392,260,5,353,161,49,39,21,19,21,13,0,0
393,260,6,182,160,41,43,21,18,21,14,0,0
394,260,7,353,161,47,38,21,14,20,22,21,18
395,260,8,182,160,49,39,21,14,21,12,0,0
396,260,9,169,168,41,43,17,21,21,17,12,21
397,255,1,193,354,327,331,21,18,21,15,0,0
398,255,2,182,160,341,329,22,20,21,10,0,0
399,255,3,191,161,328,342,21,0,21,0,0,0
400,255,4,182,160,327,331,21,12,21,10,0,0
401,255,5,191,161,341,329,18,21,21,17,22,20
402,255,6,193,354,328,342,21,0,21,0,0,0
403,255,7,191,161,327,331,21,10,21,18,0,0
404,255,8,193,354,341,329,21,17,15,21,21,23
405,255,9,182,160,328,342,21,0,21,0,0,0
406,265,1,355,101,244,356,15,21,21,19,19,21
407,265,2,153,98,245,248,17,21,21,7,9,21
408,265,3,156,97,240,229,21,15,21,5,0,0
409,265,4,153,98,244,356,21,16,21,10,0,0
410,265,5,156,97,245,248,21,13,21,15,0,0
411,265,6,355,101,240,229,18,21,16,21,0,0
412,265,7,156,97,244,356,19,21,17,21,0,0
413,265,8,355,101,245,248,21,23,21,14,21,14
414,265,9,153,98,240,229,19,21,8,21,0,0
415,247,1,4,11,49,39,21,10,21,1,0,0
416,247,2,20,14,47,38,21,10,21,13,0,0
417,247,3,6,10,50,45,21,15,21,5,0,0
418,247,4,20,14,49,39,21,10,21,14,0,0
419,247,5,6,10,47,38,21,14,21,6,0,0
420,247,6,4,11,50,45,21,11,21,10,0,0
421,247,7,6,10,49,39,21,7,21,11,0,0
422,247,8,4,11,47,38,21,9,21,6,0,0
423,247,9,20,14,50,45,21,10,21,16,0,0
424,246,1,4,11,347,348,21,8,21,16,0,0
425,246,2,16,14,349,358,21,4,21,6,0,0
426,246,3,6,10,345,346,21,11,21,17,0,0
427,246,4,16,14,347,348,17,21,17,21,0,0
428,246,5,6,10,349,358,21,11,21,7,0,0
429,246,6,4,11,345,346,21,16,21,5,0,0
430,246,7,6,10,347,348,21,18,16,21,21,17
431,246,8,4,11,349,358,15,21,21,16,21,12
432,246,9,16,14,345,346,16,21,16,21,0,0
433,257,1,193,161,339,338,20,22,17,21,0,0
434,257,2,182,160,334,336,21,13,14,21,21,17
435,257,3,359,180,337,360,21,16,21,19,0,0
436,257,4,182,160,339,338,21,9,9,21,6,21
437,257,5,359,180,334,336,18,21,14,21,0,0
438,257,6,193,161,337,360,21,12,21,15,0,0
439,257,7,359,180,339,338,15,21,11,21,0,0
440,257,8,193,161,334,336,21,18,21,13,0,0
441,257,9,182,160,337,360,21,12,21,15,0,0
442,244,1,6,10,334,336,21,7,21,10,0,0
443,244,2,4,11,339,340,21,9,21,18,0,0
444,244,3,1,14,337,338,21,23,11,21,0,0
445,244,4,4,11,334,336,21,12,21,13,0,0
446,244,5,1,14,339,340,21,17,21,18,0,0
447,244,6,6,10,337,338,15,21,21,10,21,8
448,244,7,1,14,334,336,21,18,21,14,0,0
