id|match|num|home_p1|home_p2|away_p1|away_p2|home_g1_score|away_g1_score|home_g2_score|away_g2_score|home_g3_score|away_g3_score|
1|1|1|104|105|1|30|5|21|8|21|-1|-1
2|1|2|106|107|3|62|21|17|21|12|-1|-1
3|1|3|105|106|1|62|21|15|13|21|-1|-1
4|1|4|104|107|30|3|14|21|21|13|-1|-1
5|1|5|104|106|1|3|21|15|16|21|-1|-1
6|1|6|105|107|30|62|15|21|18|21|-1|-1
7|1|7|104|107|1|62|15|21|21|14|-1|-1
8|1|8|105|106|30|3|12|21|21|16|-1|-1
9|124|1|66|81|108|109|21|13|12|21|21|15
10|124|2|69|83|110|111|15|21|11|21|0|0
11|124|3|71|80|112|113|12|21|21|18|9|21
12|124|4|69|83|108|109|21|15|22|20|0|0
13|124|5|66|81|112|113|21|8|21|16|0|0
14|124|6|71|80|110|111|21|18|12|21|16|21
15|124|7|69|83|112|113|16|21|26|24|21|19
16|124|8|71|80|108|109|21|19|21|15|0|0
17|124|9|66|81|110|111|21|14|16|21|21|14
18|75|1|92|98|114|115|21|14|21|15|0|0
19|75|2|94|54|116|117|8|21|15|21|0|0
20|75|3|93|101|118|119|21|14|22|20|0|0
21|75|4|94|54|114|115|13|21|12|21|0|0
22|75|5|92|98|118|119|21|16|21|10|0|0
23|75|6|93|101|116|117|21|18|20|22|22|24
24|75|7|94|54|118|119|26|24|19|21|19|21
25|75|8|93|101|114|115|11|21|15|21|0|0
26|75|9|92|98|116|117|19|21|15|21|0|0
27|50|1|150|151|93|95|21|16|21|10|-1|-1
28|50|2|152|153|96|154|21|17|21|11|-1|-1
29|50|3|151|152|93|154|16|21|14|21|-1|-1
30|50|4|150|153|95|96|21|2|21|9|-1|-1
31|50|5|150|152|93|96|21|8|21|10|-1|-1
32|50|6|151|153|95|154|21|16|19|21|-1|-1
33|50|7|150|153|93|154|18|21|21|13|-1|-1
34|50|8|151|152|95|96|21|9|21|11|-1|-1
35|87|1|114|118|156|157|16|21|16|21|-1|-1
36|87|2|155|116|158|159|21|8|21|15|-1|-1
37|87|3|118|155|156|159|21|15|14|21|-1|-1
38|87|4|114|116|157|158|10|21|21|18|-1|-1
39|87|5|114|155|156|158|21|12|21|16|-1|-1
40|87|6|118|116|157|159|22|20|21|14|-1|-1
41|87|7|114|116|156|159|21|16|13|21|-1|-1
42|87|8|118|155|157|158|7|21|13|21|-1|-1
60|2|1|115|181|1|3|12|21|10|21|-1|-1
61|2|2|182|183|28|30|15|21|17|21|-1|-1
62|2|3|181|182|1|30|6|21|11|21|-1|-1
63|2|4|115|183|3|28|9|21|15|21|-1|-1
64|2|5|115|182|1|28|16|21|14|21|-1|-1
65|2|6|181|183|3|30|14|21|9|21|-1|-1
66|2|7|115|183|1|30|10|21|8|21|-1|-1
67|2|8|181|182|3|28|17|21|4|21|-1|-1
68|71|1|100|193|106|104|13|21|17|21|-1|-1
69|71|2|176|98|194|107|21|17|14|21|-1|-1
70|71|3|193|176|106|107|8|21|11|21|-1|-1
71|71|4|100|98|104|194|12|21|21|15|-1|-1
72|71|5|100|176|106|194|20|22|22|24|-1|-1
73|71|6|193|98|104|107|11|21|6|21|-1|-1
74|71|7|100|98|106|107|8|21|6|21|-1|-1
75|71|8|193|176|104|194|21|15|21|13|-1|-1
76|56|1|136|130|93|95|21|15|21|6|-1|-1
77|56|2|110|112|94|92|21|7|21|18|-1|-1
78|56|3|130|110|93|92|21|9|21|14|-1|-1
79|56|4|136|112|95|94|21|7|21|3|-1|-1
