id|division|venue|dt|home_team|away_team|courts|home_authorised|away_authorised|home_captain|away_captain|played|home_rubbers|away_rubbers|drawn_rubbers|home_games|away_games|home_points|away_points|home_attendence|away_attendence|home_PTS|away_PTS|status|confirmed|key|submitted_by|submitted_dt|confirmed_by|confirmed_dt|
94|1|1|07.03.2010 19:00:00|6|3|2|||||3|0|8|0|0|16|0|336|0|0|0|3|-1|||12|||
95|1|11|04.12.2009 19:30:00|2|6|2|||||2|5|1|2|12|4|321|232|4|4|3|1|0|||6|||
96|5|9|30.11.2009 19:00:00|22|27|2|||||22|7|2|0|15|7|439|367|6|6|3|1|0|||8|||
97|5|1|13.12.2009 19:00:00|27|26|2|||||26|1|8|0|4|17|332|426|6|6|1|3|0|||12|||
98|5|1|10.01.2010 19:00:00|27|22|2|||||22|4|5|0|9|11|387|363|6|6|1|3|0|||12|||
99|5|2|19.01.2010 19:30:00|26|27|2|||||26|9|0|0|19|1|419|312|6|6|3|1|0|||13|||
100|5|1|14.03.2010 19:00:00|27|23|2|||||23|1|8|0|3|16|281|390|6|6|1|3|0|||12|||
101|5|1|28.03.2010 19:00:00|27|25|2|||||27|5|4|0|12|9|365|378|6|6|3|1|0|||12|||
102|5|9|08.04.2010 19:00:00|25|27|2|||||25|7|2|0|14|5|362|289|6|6|3|1|0|||11|||
103|5|6|12.05.2010 20:00:00|23|27|2|||||23|8|1|0|16|3|395|272|6|6|3|1|0|||9|||
104|4|10|01.10.2009 20:15:00|19|17|2|||||19|7|2|0|15|7|420|383|6|6|3|1|0|||5|||
105|4|8|07.02.2010 10:00:00|17|19|2|||||17|6|3|0|14|8|430|403|6|6|3|1|0|||1|||
106|4|2|06.04.2010 19:30:00|21|19|2|||||21|5|4|0|13|9|419|347|6|6|3|1|0|||13|||
107|4|12|12.04.2010 20:00:00|19|21|2|||||21|4|5|0|11|13|430|441|6|6|1|3|0|||5|||
108|1|2|06.10.2009 19:30:00|7|3|2|||||7|8|0|0|16|0|336|177|4|4|3|1|0|||13|||
109|1|11|09.10.2009 19:30:00|2|3|2|||||2|6|0|2|14|2|329|209|4|4|3|1|0|||6|||
111|1|7|17.11.2009 20:00:00|3|7|2|||||7|0|7|1|1|15|207|333|4|4|1|3|0|||4|||
113|1|7|24.11.2009 20:00:00|3|4|2|||||-1|1|1|6|8|8|300|298|4|4|2|2|0|||4|||
114|1|7|12.01.2010 20:00:00|3|2|2|||||2|0|8|0|0|16|0|336|0|0|0|2|0|||4|||
115|1|9|15.03.2010 19:00:00|4|3|2|||||4|4|0|4|12|4|321|257|4|4|3|1|0|||8|||
116|3|6|11.11.2009 20:00:00|15|12|2|||||12|2|3|3|7|9|268|304|4|4|1|3|0|||9|||
